JKPAYT,#genre#
兒童卡通台,http://192.168.3.1:4526/4gtv/269/1080
精選動漫台,http://192.168.3.1:4526/4gtv/204/1080
經典卡通台,http://192.168.3.1:4526/4gtv/202/1080
MOMO 親子台,http://192.168.3.1:4526/4gtv/231/1080
LiveABC 互動英語台,http://192.168.3.1:4526/4gtv/188/1080
Lifetime 娛樂頻道,http://192.168.3.1:4526/4gtv/217/1080
MTV Live HD 音樂頻道,http://192.168.3.1:4526/4gtv/213/1080
Global Trekker,http://192.168.3.1:4526/4gtv/252/1080
LUXE TV,http://192.168.3.1:4526/4gtv/175/1080
Pet Club TV,http://192.168.3.1:4526/4gtv/182/1080
TV5MONDE Style,http://192.168.3.1:4526/4gtv/178/1080
車迷 TV,http://192.168.3.1:4526/4gtv/160/1080
Love Nature,http://192.168.3.1:4526/4gtv/139/1080
Fun 探索娛樂台,http://192.168.3.1:4526/4gtv/274/1080
幸福空間居家台,http://192.168.3.1:4526/4gtv/168/1080
Bloomberg TV,http://192.168.3.1:4526/4gtv/283/1080
DW德國之聲,http://192.168.3.1:4526/4gtv/226/1080
SBN 全球財經台,http://192.168.3.1:4526/4gtv/224/1080
History 歷史頻道,http://192.168.3.1:4526/4gtv/214/1080
CI 罪案偵查頻道,http://192.168.3.1:4526/4gtv/215/1080
原住民族電視台,http://192.168.3.1:4526/4gtv/273/1080
滾動力 Rollor,http://192.168.3.1:4526/4gtv/249/1080
大愛電視,http://192.168.3.1:4526/4gtv/209/1080
大愛電視2,http://192.168.3.1:4526/4gtv/230/1080
人間衛視,http://192.168.3.1:4526/4gtv/210/1080
東森購物一台,http://192.168.3.1:4526/4gtv/173/1080
東森購物二台,http://192.168.3.1:4526/4gtv/174/1080
東森購物三台,http://192.168.3.1:4526/4gtv/287/1080
東森購物四台,http://192.168.3.1:4526/4gtv/286/1080

litv,#genre#
民視第一台,http://192.168.3.1:4526/litv/4gtv-4gtv003
民視,http://192.168.3.1:4526/litv/4gtv-4gtv155
台視,http://192.168.3.1:4526/litv/4gtv-4gtv066
中視,http://192.168.3.1:4526/litv/4gtv-4gtv040
華視,http://192.168.3.1:4526/litv/4gtv-4gtv041
公視戲劇,http://192.168.3.1:4526/litv/4gtv-4gtv042
好消息,http://192.168.3.1:4526/litv/litv-ftv16
空中英語教室HD頻道,http://192.168.3.1:4526/litv/litv-playout955
民視綜藝台,http://192.168.3.1:4526/litv/4gtv-4gtv004
Focus歡樂綜合台,http://192.168.3.1:4526/litv/litv-fast1223
亞洲旅遊台,http://192.168.3.1:4526/litv/litv-longturn17
中天亞洲台,http://192.168.3.1:4526/litv/4gtv-4gtv109
龍華戲劇台,http://192.168.3.1:4526/litv/litv-longturn18
TVBS精采台,http://192.168.3.1:4526/litv/4gtv-4gtv067
TVBS歡樂台,http://192.168.3.1:4526/litv/4gtv-4gtv068
東森購物1台,http://192.168.3.1:4526/litv/4gtv-4gtv102
民視影劇台,http://192.168.3.1:4526/litv/litv-ftv09
龍華偶像台,http://192.168.3.1:4526/litv/litv-longturn12
龍華日韓台,http://192.168.3.1:4526/litv/litv-longturn11
Focus風采戲劇台,http://192.168.3.1:4526/litv/litv-fast1224
東森購物2台,http://192.168.3.1:4526/litv/4gtv-4gtv103
掏掏新聞,http://192.168.3.1:4526/litv/litv-playout50
東森新聞台,http://192.168.3.1:4526/litv/4gtv-4gtv152
華視新聞,http://192.168.3.1:4526/litv/4gtv-4gtv052
民視新聞台,http://192.168.3.1:4526/litv/litv-ftv13
三立新聞iNEWS,http://192.168.3.1:4526/litv/iNEWS
TVBS新聞,http://192.168.3.1:4526/litv/4gtv-4gtv072
TVBS,http://192.168.3.1:4526/litv/4gtv-4gtv073
東森財經新聞台,http://192.168.3.1:4526/litv/4gtv-4gtv153
非凡新聞台,http://192.168.3.1:4526/litv/4gtv-4gtv010
台視新聞,http://192.168.3.1:4526/litv/4gtv-4gtv051
中視新聞,http://192.168.3.1:4526/litv/4gtv-4gtv074
中天新聞台,http://192.168.3.1:4526/litv/4gtv-4gtv009
寰宇新聞台灣台,http://192.168.3.1:4526/litv/litv-longturn15
寰宇新聞台,http://192.168.3.1:4526/litv/litv-longturn14
鏡新聞,http://192.168.3.1:4526/litv/4gtv-4gtv075
龍華經典台,http://192.168.3.1:4526/litv/litv-longturn21
影迷數位電影台,http://192.168.3.1:4526/litv/4gtv-4gtv011
龍華洋片台,http://192.168.3.1:4526/litv/litv-longturn02
龍華電影台,http://192.168.3.1:4526/litv/litv-longturn03
靖天電影台,http://192.168.3.1:4526/litv/4gtv-4gtv061
靖天映畫,http://192.168.3.1:4526/litv/4gtv-4gtv055
博斯高球台,http://192.168.3.1:4526/litv/litv-longturn05
博斯高球二台,http://192.168.3.1:4526/litv/litv-longturn06
博斯運動一台,http://192.168.3.1:4526/litv/litv-longturn07
博斯無限台,http://192.168.3.1:4526/litv/litv-longturn10
博斯網球台,http://192.168.3.1:4526/litv/litv-longturn09
博斯運動二台,http://192.168.3.1:4526/litv/litv-longturn08
博斯魅力台,http://192.168.3.1:4526/litv/litv-longturn04
博斯無限二台,http://192.168.3.1:4526/litv/litv-longturn13
非凡商業台,http://192.168.3.1:4526/litv/4gtv-4gtv048
台視財經,http://192.168.3.1:4526/litv/4gtv-4gtv056
寰宇財經台,http://192.168.3.1:4526/litv/litv-longturn23
寰宇財經台,http://192.168.3.1:4526/litv/4gtv-4gtv158
豬哥亮歌廳秀,http://192.168.3.1:4526/litv/4gtv-4gtv006
黃金八點檔,http://192.168.3.1:4526/litv/litv-fast1225
台灣戲劇台,http://192.168.3.1:4526/litv/litv-longturn22
視納華仁紀實頻道,http://192.168.3.1:4526/litv/4gtv-4gtv013
Focus精采戲劇台,http://192.168.3.1:4526/litv/litv-playout953
八大精彩台,http://192.168.3.1:4526/litv/4gtv-4gtv034
采昌影劇台,http://192.168.3.1:4526/litv/4gtv-4gtv049
靖天戲劇台,http://192.168.3.1:4526/litv/4gtv-4gtv058
靖天日本台,http://192.168.3.1:4526/litv/4gtv-4gtv047
靖天育樂台,http://192.168.3.1:4526/litv/4gtv-4gtv062
KLT-靖天國際台,http://192.168.3.1:4526/litv/4gtv-4gtv063
靖洋戲劇台,http://192.168.3.1:4526/litv/4gtv-4gtv045
靖天綜合台,http://192.168.3.1:4526/litv/4gtv-4gtv046
Nice TV靖天歡樂台,http://192.168.3.1:4526/litv/4gtv-4gtv054
靖天資訊台,http://192.168.3.1:4526/litv/4gtv-4gtv065
民視旅遊台,http://192.168.3.1:4526/litv/litv-ftv07
Smart知識台,http://192.168.3.1:4526/litv/litv-longturn19
愛爾達娛樂台,http://192.168.3.1:4526/litv/4gtv-4gtv070
中視菁采台,http://192.168.3.1:4526/litv/4gtv-4gtv064
中視經典台,http://192.168.3.1:4526/litv/4gtv-4gtv080
八大綜藝台,http://192.168.3.1:4526/litv/4gtv-4gtv039
客家電視台,http://192.168.3.1:4526/litv/4gtv-4gtv043
倪珍播新聞,http://192.168.3.1:4526/litv/nnews-zh
倪珍英語新聞,http://192.168.3.1:4526/litv/nnews-en
半島國際新聞台,http://192.168.3.1:4526/litv/litv-ftv10
VOA美國之音,http://192.168.3.1:4526/litv/litv-ftv03
第1商業台,http://192.168.3.1:4526/litv/4gtv-4gtv104
國會頻道1台,http://192.168.3.1:4526/litv/4gtv-4gtv084
國會頻道2台,http://192.168.3.1:4526/litv/4gtv-4gtv085
TRACE Sport Stars,http://192.168.3.1:4526/litv/4gtv-4gtv077
智林體育台,http://192.168.3.1:4526/litv/4gtv-4gtv101
時尚運動X,http://192.168.3.1:4526/litv/4gtv-4gtv014
GINX Esports TV,http://192.168.3.1:4526/litv/4gtv-4gtv053
TRACE Urban,http://192.168.3.1:4526/litv/4gtv-4gtv082
Mezzo Live HD,http://192.168.3.1:4526/litv/4gtv-4gtv083
CLASSICA 古典樂,http://192.168.3.1:4526/litv/4gtv-4gtv059
ARIRANG阿里郎頻道,http://192.168.3.1:4526/litv/4gtv-4gtv079
達文西頻道,http://192.168.3.1:4526/litv/4gtv-4gtv018
ELTV生活英語台,http://192.168.3.1:4526/litv/litv-longturn20
靖洋卡通Nice Bingo,http://192.168.3.1:4526/litv/4gtv-4gtv057
靖天卡通台,http://192.168.3.1:4526/litv/4gtv-4gtv044
龍華卡通台,http://192.168.3.1:4526/litv/litv-longturn01
FOCUS快樂兒童台,http://192.168.3.1:4526/litv/litv-playout246
i-Fun動漫台,http://192.168.3.1:4526/litv/litv-ftv15
好消息2台,http://192.168.3.1:4526/litv/litv-ftv17

hami,#genre#
愛爾達綜合台,http://192.168.3.1:5000/hami/OTT_LIVE_0000001573
華藝 MBC 綜合台,http://192.168.3.1:5000/hami/OTT_LIVE_0000001825
愛爾達娛樂台,http://192.168.3.1:5000/hami/OTT_LIVE_0000001518
愛爾達影劇台,http://192.168.3.1:5000/hami/OTT_LIVE_0000001517
愛爾達日韓台,http://192.168.3.1:5000/hami/OTT_LIVE_0000002079
Hami 韓劇台,http://192.168.3.1:5000/hami/OTT_LIVE_0000002073
Hami 韓劇台(免費),http://192.168.3.1:5000/hami/OTT_LIVE_0000002072
Rock Action,http://192.168.3.1:5000/hami/OTT_LIVE_0000002005
Rock Entertainment,http://192.168.3.1:5000/hami/OTT_LIVE_0000001860
Rock Extreme,http://192.168.3.1:5000/hami/OTT_LIVE_0000001861
tvN,http://192.168.3.1:5000/hami/OTT_LIVE_0000001884
Warner TV,http://192.168.3.1:5000/hami/OTT_LIVE_0000001888
愛爾達體育1台,http://192.168.3.1:5000/hami/OTT_LIVE_0000001744
愛爾達體育2台,http://192.168.3.1:5000/hami/OTT_LIVE_0000001743
愛爾達體育3台,http://192.168.3.1:5000/hami/OTT_LIVE_0000001745
愛爾達體育4台,http://192.168.3.1:5000/hami/OTT_LIVE_0000002055
愛爾達體育MAX1台,http://192.168.3.1:5000/hami/OTT_LIVE_0000001853
愛爾達體育MAX2台,http://192.168.3.1:5000/hami/OTT_LIVE_0000001854
愛爾達體育MAX3台,http://192.168.3.1:5000/hami/OTT_LIVE_0000001855
愛爾達體育MAX4台,http://192.168.3.1:5000/hami/OTT_LIVE_0000001856
Hami MLB 台,http://192.168.3.1:5000/hami/OTT_LIVE_0000002017
Hami 羽球台,http://192.168.3.1:5000/hami/OTT_LIVE_0000001830
Hami 羽球台(免費),http://192.168.3.1:5000/hami/OTT_LIVE_0000001831
Eurosport,http://192.168.3.1:5000/hami/OTT_LIVE_0000001771
INULTRA,http://192.168.3.1:5000/hami/OTT_LIVE_0000002056
Hami 卡通台(免費),http://192.168.3.1:5000/hami/OTT_LIVE_0000002083
Hami 日漫台(免費),http://192.168.3.1:5000/hami/OTT_LIVE_0000002087
BBC Cbeebies,http://192.168.3.1:5000/hami/OTT_LIVE_0000001711
Cartoonito,http://192.168.3.1:5000/hami/OTT_LIVE_0000001889
CN 卡通頻道,http://192.168.3.1:5000/hami/OTT_LIVE_0000002002
空中英語教室,http://192.168.3.1:5000/hami/OTT_LIVE_0000001553
Asian Food Network 亞洲美食頻道,http://192.168.3.1:5000/hami/OTT_LIVE_0000002039
BBC Earth,http://192.168.3.1:5000/hami/OTT_LIVE_0000001510
BBC Lifestyle,http://192.168.3.1:5000/hami/OTT_LIVE_0000001513
Discovery Asia,http://192.168.3.1:5000/hami/OTT_LIVE_0000001924
Discovery DMAX,http://192.168.3.1:5000/hami/OTT_LIVE_0000001514
Discovery EVE,http://192.168.3.1:5000/hami/OTT_LIVE_0000001511
Discovery Science,http://192.168.3.1:5000/hami/OTT_LIVE_0000001512
HGTV 居家樂活頻道,http://192.168.3.1:5000/hami/OTT_LIVE_0000001901
Love Nature,http://192.168.3.1:5000/hami/OTT_LIVE_0000001867
Travel Channel,http://192.168.3.1:5000/hami/OTT_LIVE_0000001756
BBC NEWS,http://192.168.3.1:5000/hami/OTT_LIVE_0000001527
CNN 國際新聞台,http://192.168.3.1:5000/hami/OTT_LIVE_0000002003
CNN 頭條新聞台(HLN),http://192.168.3.1:5000/hami/OTT_LIVE_0000002004
三立新聞台,http://192.168.3.1:5000/hami/OTT_LIVE_0000001516
中央氣象署影音頻道,http://192.168.3.1:5000/hami/OTT_LIVE_0000001508

其它,#genre#
無綫新聞台[1920x1080],http://bziyunshao.synology.me:8890/bysid/83
RTHK33[853x480],https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
RTHK34[640x360],https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
RT FRANCE[1280x720],http://69.64.57.208/rtfrance/playlist.m3u8
RUSSIA TODAY[1280x720],http://69.64.57.208/russiatoday/playlist.m3u8
