JKPAYT,#genre#
爱奇谈,http://192.168.3.1:5001/TVOD/2000000004000000058/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱青春,http://192.168.3.1:5001/TVOD/6000000006000100630/wasusyt/index.m3u8$7.2M1080_华数
爱赛车,http://192.168.3.1:5001/TVOD/6000000006000240630/wasusyt/index.m3u8$7.2M1080_华数
爱赛车,http://192.168.3.1:5001/TVOD/2000000004000000055/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱体育,http://192.168.3.1:5001/TVOD/6000000006000290630/wasusyt/index.m3u8$7.2M1080_华数
爱体育,http://192.168.3.1:5001/TVOD/2000000004000000060/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱玩具,http://192.168.3.1:5001/TVOD/6000000006000220630/wasusyt/index.m3u8$7.2M1080_华数
爱玩具,http://192.168.3.1:5001/TVOD/2000000004000000053/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱喜剧,http://192.168.3.1:5001/TVOD/6000000006000010630/wasusyt/index.m3u8$7.2M1080_华数
爱喜剧,http://192.168.3.1:5001/TVOD/2000000004000000032/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱悬疑,http://192.168.3.1:5001/TVOD/6000000006000050630/wasusyt/index.m3u8$7.2M1080_华数
爱悬疑,http://192.168.3.1:5001/TVOD/2000000004000000036/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱幼教,http://192.168.3.1:5001/TVOD/6000000006000180630/wasusyt/index.m3u8$7.2M1080_华数
爱幼教,http://192.168.3.1:5001/TVOD/2000000004000000049/hnbblive/index.m3u8$6.8M1080_湖南bblive
爱院线,http://192.168.3.1:5001/TVOD/6000000006000030630/wasusyt/index.m3u8$7.2M1080_华数
爱院线,http://192.168.3.1:5001/TVOD/2000000004000000034/hnbblive/index.m3u8$6.8M1080_湖南bblive
华语影院,http://192.168.3.1:5001/TVOD/5000000011000288005/bestzb/index.m3u8
星光影院,http://192.168.3.1:5001/TVOD/5000000011000288013/bestzb/index.m3u8
全球大片,http://192.168.3.1:5001/TVOD/5000000011000288009/bestzb/index.m3u8
热门剧场,http://192.168.3.1:5001/TVOD/5000000011000288010/bestzb/index.m3u8
谍战剧场,http://192.168.3.1:5001/TVOD/5000000011000288004/bestzb/index.m3u8
青春动漫,http://192.168.3.1:5001/TVOD/5000000011000288008/bestzb/index.m3u8
宝宝动画,http://192.168.3.1:5001/TVOD/5000000011000288002/bestzb/index.m3u8
戏曲精选,http://192.168.3.1:5001/TVOD/5000000011000288012/bestzb/index.m3u8
热门综艺,http://192.168.3.1:5001/TVOD/5000000011000288011/bestzb/index.m3u8
健康养生,http://192.168.3.1:5001/TVOD/5000000011000288006/bestzb/index.m3u8
百变课堂,http://192.168.3.1:5001/TVOD/5000000011000288001/bestzb/index.m3u8
看天下精选,http://192.168.3.1:5001/TVOD/5000000011000288007/bestzb/index.m3u8
电竞天堂,http://192.168.3.1:5001/TVOD/5000000011000288003/bestzb/index.m3u8
百视通,http://192.168.3.1:5001/TVOD/5000000001000001116/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.3.1:5001/TVOD/5000000001000002898/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.3.1:5001/TVOD/5000000001000004876/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.3.1:5001/TVOD/5000000001000004953/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.3.1:5001/TVOD/5000000001000006777/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.3.1:5001/TVOD/5000000001000017342/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.3.1:5001/TVOD/5000000001000018009/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.3.1:5001/TVOD/5000000001000019233/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.3.1:5001/TVOD/5000000001000022620/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.3.1:5001/TVOD/5000000001000023256/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.3.1:5001/TVOD/5000000001000026930/bestzb/index.m3u8$4M1080_百视通
百视通,http://192.168.3.1:5001/TVOD/2000000002000000050/hnbblive/index.m3u8$2.5M720_湖南bblive
百视通,http://192.168.3.1:5001/TVOD/2000000002000000052/hnbblive/index.m3u8$2.5M720_湖南bblive
百视通,http://192.168.3.1:5001/TVOD/2000000002000000024/hnbblive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.3.1:5001/TVOD/2000000002000000025/hnbblive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.3.1:5001/TVOD/2000000002000000026/hnbblive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.3.1:5001/TVOD/2000000002000000027/hnbblive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.3.1:5001/TVOD/2000000002000000028/hnbblive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.3.1:5001/TVOD/2000000002000000029/hnbblive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.3.1:5001/TVOD/2000000002000000030/hnbblive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.3.1:5001/TVOD/2000000002000000049/hnbblive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.3.1:5001/TVOD/2000000002000000051/hnbblive/index.m3u8$1.2M576_湖南bblive
咪咕全民热练,http://192.168.3.1:5001/TVOD/2000000003000000068/hnbblive/index.m3u8$8M1080_湖南bblive
咪咕全民热练,http://192.168.3.1:5001/TVOD/1000000006000270007/ystenlive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.3.1:5001/TVOD/3000000020000011528/FifastbLive/index.m3u8$8M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000020000011529/FifastbLive/index.m3u8$8M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000020000011530/FifastbLive/index.m3u8$8M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000020000011531/FifastbLive/index.m3u8$8M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/2000000003000000060/hnbblive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.3.1:5001/TVOD/2000000003000000061/hnbblive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.3.1:5001/TVOD/2000000003000000062/hnbblive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.3.1:5001/TVOD/2000000003000000063/hnbblive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.3.1:5001/TVOD/2000000003000000064/hnbblive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.3.1:5001/TVOD/2000000003000000065/hnbblive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.3.1:5001/TVOD/1000000006000270001/ystenlive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.3.1:5001/TVOD/1000000006000270002/ystenlive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.3.1:5001/TVOD/1000000006000270003/ystenlive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.3.1:5001/TVOD/1000000006000270004/ystenlive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.3.1:5001/TVOD/1000000006000270005/ystenlive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.3.1:5001/TVOD/1000000006000270006/ystenlive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000000097/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000002019/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000002809/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000003915/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000004193/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000006077/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000006658/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000009788/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000010833/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000011297/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000011518/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000012558/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000012616/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000015470/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000015560/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000017678/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000019839/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000021904/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000023434/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000025380/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000027691/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.3.1:5001/TVOD/3000000010000031669/FifastbLive/index.m3u8$5M1080_咪视通
求索动物,http://192.168.3.1:5001/TVOD/6000000002000010046/wasusyt/index.m3u8$8M1080_华数
求索动物,http://192.168.3.1:5001/TVOD/2000000004000000009/hnbblive/index.m3u8$7.5M1080_湖南bblive
求索纪录,http://192.168.3.1:5001/TVOD/6000000002000032052/wasusyt/index.m3u8$8M1080_华数
求索纪录,http://192.168.3.1:5001/TVOD/2000000004000000010/hnbblive/index.m3u8$7.5M1080_湖南bblive
求索科学,http://192.168.3.1:5001/TVOD/6000000002000032344/wasusyt/index.m3u8$8M1080_华数
求索科学,http://192.168.3.1:5001/TVOD/2000000004000000011/hnbblive/index.m3u8$7.5M1080_湖南bblive
求索生活,http://192.168.3.1:5001/TVOD/6000000002000003382/wasusyt/index.m3u8$8M1080_华数
求索生活,http://192.168.3.1:5001/TVOD/2000000004000000008/hnbblive/index.m3u8$7.5M1080_湖南bblive
湖南卫视,http://192.168.3.1:5001/TVOD/5000000004000006692/bestzb/index.m3u8$8M1080_百视通
湖南卫视,http://192.168.3.1:5001/TVOD/6000000001000018044/wasusyt/index.m3u8$8M1080_华数
湖南卫视,http://192.168.3.1:5001/TVOD/1000000001000032695/ystenlive/index.m3u8$8M1080_易视腾
湖南卫视,http://192.168.3.1:5001/TVOD/1000000005000265024/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
湖南卫视,http://192.168.3.1:5001/TVOD/5000000010000030452/bestzb/index.m3u8$4M1080_百视通
湖南卫视,http://192.168.3.1:5001/TVOD/1000000001000009115/ystenlive/index.m3u8$4M1080_易视腾
湖南茶频道,http://192.168.3.1:5001/TVOD/5000000011000031209/bestzb/index.m3u8$6.8M1080_百视通
湖南茶频道,http://192.168.3.1:5001/TVOD/2000000002000000070/hnbblive/index.m3u8$6.8M1080_湖南bblive
湖南金鹰纪实,http://192.168.3.1:5001/TVOD/5000000011000031203/bestzb/index.m3u8$6.8M1080_百视通
湖南金鹰纪实,http://192.168.3.1:5001/TVOD/1000000002000011724/ystenlive/index.m3u8$4M576_易视腾
湖南金鹰卡通,http://192.168.3.1:5001/TVOD/1000000002000016601/ystenlive/index.m3u8$4M576_易视腾
湖南金鹰卡通,http://192.168.3.1:5001/TVOD/5000000006000040024/bestzb/index.m3u8$4M540_百视通
湖南金鹰卡通,http://192.168.3.1:5001/TVOD/6000000003000016791/wasusyt/index.m3u8$1.8M576_华数
湖南快乐垂钓,http://192.168.3.1:5001/TVOD/5000000011000031206/bestzb/index.m3u8$6.8M1080_百视通
湖南快乐垂钓,http://192.168.3.1:5001/TVOD/2000000002000000067/hnbblive/index.m3u8$6.8M1080_湖南bblive
湖南爱晚,http://192.168.3.1:5001/TVOD/6307875884530512195/hnbblive/index.m3u8
湖南电视剧,http://192.168.3.1:5001/TVOD/8765482907954673867/hnbblive/index.m3u8
湖南电影,http://192.168.3.1:5001/TVOD/7884242846753128038/hnbblive/index.m3u8
湖南都市,http://192.168.3.1:5001/TVOD/4682579636905393407/hnbblive/index.m3u8
湖南国际,http://192.168.3.1:5001/TVOD/5015828848322021526/hnbblive/index.m3u8
湖南经视,http://192.168.3.1:5001/TVOD/6306119848317438256/hnbblive/index.m3u8
湖南经视,http://192.168.3.1:5001/TVOD/7766420291569067385/hnbblive/index.m3u8
湖南娱乐,http://192.168.3.1:5001/TVOD/6427893650335440392/hnbblive/index.m3u8

江西移动,#genre#
4K UHD,http://39.135.140.104:6610/PLTV/88888888/224/3221225786/2/index.m3u8
CCTV16 4K,http://39.135.140.104:6610/PLTV/88888888/224/3221226236/2/index.m3u8
凤凰中文台,http://39.135.140.104:6610/PLTV/88888888/224/3221226248/2/index.m3u8
凤凰香港台,http://39.135.140.104:6610/PLTV/88888888/224/3221226251/2/index.m3u8
凤凰资讯台,http://39.135.140.104:6610/PLTV/88888888/224/3221226274/2/index.m3u8
江西卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225492/2/index.m3u8
江西卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225705/2/index.m3u8
江西卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225746/2/index.m3u8
江西2套,http://39.135.140.104:6610/PLTV/88888888/224/3221225584/2/index.m3u8
江西3套,http://39.135.140.104:6610/PLTV/88888888/224/3221226206/2/index.m3u8
江西4套,http://39.135.140.104:6610/PLTV/88888888/224/3221226291/2/index.m3u8
江西5套,http://39.135.140.104:6610/PLTV/88888888/224/3221225578/2/index.m3u8
江西6套,http://39.135.140.104:6610/PLTV/88888888/224/3221226194/2/index.m3u8
江西7套,http://39.135.140.104:6610/PLTV/88888888/224/3221225615/2/index.m3u8
江西8套,http://39.135.140.104:6610/PLTV/88888888/224/3221226285/2/index.m3u8
江西教育,http://39.135.140.104:6610/PLTV/88888888/224/3221226197/2/index.m3u8
南昌1套,http://39.135.140.104:6610/PLTV/88888888/224/3221226382/2/index.m3u8
南昌2套,http://39.135.140.104:6610/PLTV/88888888/224/3221226385/2/index.m3u8
南昌3套,http://39.135.140.104:6610/PLTV/88888888/224/3221226374/2/index.m3u8
江西IPTV1,http://39.135.140.104:6610/PLTV/88888888/224/3221226376/2/index.m3u8
江西IPTV2,http://39.135.140.104:6610/PLTV/88888888/224/3221226381/2/index.m3u8
CCTV1,http://39.135.140.104:6610/PLTV/88888888/224/3221225501/2/index.m3u8
CCTV1,http://39.135.140.104:6610/PLTV/88888888/224/3221226221/2/index.m3u8
CCTV1,http://39.135.140.104:6610/PLTV/88888888/224/3221226225/2/index.m3u8
CCTV1,http://39.135.140.104:6610/PLTV/88888888/224/3221225618/2/index.m3u8
CCTV1,http://39.135.140.104:6610/PLTV/88888888/224/3221225642/2/index.m3u8
CCTV2,http://39.135.140.104:6610/PLTV/88888888/224/3221225619/2/index.m3u8
CCTV2,http://39.135.140.104:6610/PLTV/88888888/224/3221226254/2/index.m3u8
CCTV2,http://39.135.140.104:6610/PLTV/88888888/224/3221225500/2/index.m3u8
CCTV2,http://39.135.140.104:6610/PLTV/88888888/224/3221225643/2/index.m3u8
CCTV3,http://39.135.140.104:6610/PLTV/88888888/224/3221226256/2/index.m3u8
CCTV3,http://39.135.140.104:6610/PLTV/88888888/224/3221225634/2/index.m3u8
CCTV4,http://39.135.140.104:6610/PLTV/88888888/224/3221226277/2/index.m3u8
CCTV4,http://39.135.140.104:6610/PLTV/88888888/224/3221225621/2/index.m3u8
CCTV4,http://39.135.140.104:6610/PLTV/88888888/224/3221226340/2/index.m3u8
CCTV4,http://39.135.140.104:6610/PLTV/88888888/224/3221226348/2/index.m3u8
CCTV4欧洲,http://39.135.140.104:6610/PLTV/88888888/224/3221226361/2/index.m3u8
CCTV4美洲,http://39.135.140.104:6610/PLTV/88888888/224/3221226366/2/index.m3u8
CCTV5,http://39.135.140.104:6610/PLTV/88888888/224/3221226259/2/index.m3u8
CCTV5,http://39.135.140.104:6610/PLTV/88888888/224/3221225633/2/index.m3u8
CCTV5+,http://39.135.140.104:6610/PLTV/88888888/224/3221226354/2/index.m3u8
CCTV5+,http://39.135.140.104:6610/PLTV/88888888/224/3221225706/2/index.m3u8
CCTV6,http://39.135.140.104:6610/PLTV/88888888/224/3221226255/2/index.m3u8
CCTV6,http://39.135.140.104:6610/PLTV/88888888/224/3221225632/2/index.m3u8
CCTV7,http://39.135.140.104:6610/PLTV/88888888/224/3221226280/2/index.m3u8
CCTV7,http://39.135.140.104:6610/PLTV/88888888/224/3221225499/2/index.m3u8
CCTV7,http://39.135.140.104:6610/PLTV/88888888/224/3221225624/2/index.m3u8
CCTV7,http://39.135.140.104:6610/PLTV/88888888/224/3221225644/2/index.m3u8
CCTV8,http://39.135.140.104:6610/PLTV/88888888/224/3221226258/2/index.m3u8
CCTV8,http://39.135.140.104:6610/PLTV/88888888/224/3221225631/2/index.m3u8
CCTV9,http://39.135.140.104:6610/PLTV/88888888/224/3221226257/2/index.m3u8
CCTV9,http://39.135.140.104:6610/PLTV/88888888/224/3221226357/2/index.m3u8
CCTV9,http://39.135.140.104:6610/PLTV/88888888/224/3221225626/2/index.m3u8
CCTV9,http://39.135.140.104:6610/PLTV/88888888/224/3221225646/2/index.m3u8
CCTV10,http://39.135.140.104:6610/PLTV/88888888/224/3221226264/2/index.m3u8
CCTV10,http://39.135.140.104:6610/PLTV/88888888/224/3221225496/2/index.m3u8
CCTV10,http://39.135.140.104:6610/PLTV/88888888/224/3221225627/2/index.m3u8
CCTV10,http://39.135.140.104:6610/PLTV/88888888/224/3221225636/2/index.m3u8
CCTV11,http://39.135.140.104:6610/PLTV/88888888/224/3221226283/2/index.m3u8
CCTV11,http://39.135.140.104:6610/PLTV/88888888/224/3221226320/2/index.m3u8
CCTV11,http://39.135.140.104:6610/PLTV/88888888/224/3221226349/2/index.m3u8
CCTV11,http://39.135.140.104:6610/PLTV/88888888/224/3221225628/2/index.m3u8
CCTV12,http://39.135.140.104:6610/PLTV/88888888/224/3221226267/2/index.m3u8
CCTV12,http://39.135.140.104:6610/PLTV/88888888/224/3221225495/2/index.m3u8
CCTV12,http://39.135.140.104:6610/PLTV/88888888/224/3221225629/2/index.m3u8
CCTV12,http://39.135.140.104:6610/PLTV/88888888/224/3221225637/2/index.m3u8
CCTV13,http://39.135.140.104:6610/PLTV/88888888/224/3221226286/2/index.m3u8
CCTV13,http://39.135.140.104:6610/PLTV/88888888/224/3221226329/2/index.m3u8
CCTV13,http://39.135.140.104:6610/PLTV/88888888/224/3221226343/2/index.m3u8
CCTV13,http://39.135.140.104:6610/PLTV/88888888/224/3221225638/2/index.m3u8
CCTV14,http://39.135.140.104:6610/PLTV/88888888/224/3221226289/2/index.m3u8
CCTV14,http://39.135.140.104:6610/PLTV/88888888/224/3221225494/2/index.m3u8
CCTV14,http://39.135.140.104:6610/PLTV/88888888/224/3221225640/2/index.m3u8
CCTV14,http://39.135.140.104:6610/PLTV/88888888/224/3221225639/2/index.m3u8
CCTV15,http://39.135.140.104:6610/PLTV/88888888/224/3221226292/2/index.m3u8
CCTV15,http://39.135.140.104:6610/PLTV/88888888/224/3221226332/2/index.m3u8
CCTV15,http://39.135.140.104:6610/PLTV/88888888/224/3221226342/2/index.m3u8
CCTV15,http://39.135.140.104:6610/PLTV/88888888/224/3221225641/2/index.m3u8
CCTV16,http://39.135.140.104:6610/PLTV/88888888/224/3221226230/2/index.m3u8
CCTV16,http://39.135.140.104:6610/PLTV/88888888/224/3221226233/2/index.m3u8
CCTV16,http://39.135.140.104:6610/PLTV/88888888/224/3221226232/2/index.m3u8
CCTV17,http://39.135.140.104:6610/PLTV/88888888/224/3221226270/2/index.m3u8
CCTV17,http://39.135.140.104:6610/PLTV/88888888/224/3221226335/2/index.m3u8
CCTV17,http://39.135.140.104:6610/PLTV/88888888/224/3221226345/2/index.m3u8
CCTV17,http://39.135.140.104:6610/PLTV/88888888/224/3221225907/2/index.m3u8
CCTV17,http://39.135.140.104:6610/PLTV/88888888/224/3221225908/2/index.m3u8
CCTV17,http://39.135.140.104:6610/PLTV/88888888/224/3221225909/2/index.m3u8
CETV1,http://39.135.140.104:6610/PLTV/88888888/224/3221225917/2/index.m3u8
CGTN英语,http://39.135.140.104:6610/PLTV/88888888/224/3221226369/2/index.m3u8
CGTN DOCUMENTARY,http://39.135.140.104:6610/PLTV/88888888/224/3221226341/2/index.m3u8
CCTV第一剧场,http://39.135.140.104:6610/PLTV/88888888/224/3221226284/2/index.m3u8
CCTV风云音乐,http://39.135.140.104:6610/PLTV/88888888/224/3221226287/2/index.m3u8
CCTV世界地理,http://39.135.140.104:6610/PLTV/88888888/224/3221226290/2/index.m3u8
CCTV女性时尚,http://39.135.140.104:6610/PLTV/88888888/224/3221226293/2/index.m3u8
CCTV央视文化精品,http://39.135.140.104:6610/PLTV/88888888/224/3221226296/2/index.m3u8
CCTV高尔夫网球,http://39.135.140.104:6610/PLTV/88888888/224/3221226299/2/index.m3u8
CCTV风云足球,http://39.135.140.104:6610/PLTV/88888888/224/3221226302/2/index.m3u8
CCTV风云剧场,http://39.135.140.104:6610/PLTV/88888888/224/3221226315/2/index.m3u8
CCTV怀旧剧场,http://39.135.140.104:6610/PLTV/88888888/224/3221226318/2/index.m3u8
CCTV兵器科技,http://39.135.140.104:6610/PLTV/88888888/224/3221226321/2/index.m3u8
CCTV央视台球,http://39.135.140.104:6610/PLTV/88888888/224/3221226339/2/index.m3u8
CCTV电视指南,http://39.135.140.104:6610/PLTV/88888888/224/3221226359/2/index.m3u8
新华社,http://39.135.140.104:6610/PLTV/88888888/224/3221226297/2/index.m3u8
新华全球连线,http://39.135.140.104:6610/PLTV/88888888/224/3221226298/2/index.m3u8
广东卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225597/2/index.m3u8
广东卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225701/2/index.m3u8
深圳卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225598/2/index.m3u8
深圳卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225700/2/index.m3u8
北京卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225600/2/index.m3u8
北京卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225674/2/index.m3u8
东方卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225489/2/index.m3u8
东方卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225659/2/index.m3u8
湖南卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225490/2/index.m3u8
湖南卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225704/2/index.m3u8
浙江卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225491/2/index.m3u8
浙江卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225703/2/index.m3u8
江苏卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225488/2/index.m3u8
江苏卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225702/2/index.m3u8
东南卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225657/2/index.m3u8
东南卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221226326/2/index.m3u8
东南卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225585/2/index.m3u8
贵州卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225483/2/index.m3u8
贵州卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225728/2/index.m3u8
天津卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225485/2/index.m3u8
天津卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225698/2/index.m3u8
山东卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225484/2/index.m3u8
山东卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225697/2/index.m3u8
四川卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225487/2/index.m3u8
四川卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225733/2/index.m3u8
河南卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221226196/2/index.m3u8
河南卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225611/2/index.m3u8
广西卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221226211/2/index.m3u8
广西卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225731/2/index.m3u8
海南卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221226212/2/index.m3u8
海南卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225722/2/index.m3u8
云南卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221226351/2/index.m3u8
云南卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225664/2/index.m3u8
安徽卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221226352/2/index.m3u8
安徽卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225691/2/index.m3u8
安徽卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225737/2/index.m3u8
吉林卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221226355/2/index.m3u8
吉林卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225680/2/index.m3u8
甘肃卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221226358/2/index.m3u8
甘肃卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225724/2/index.m3u8
黑龙江卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225586/2/index.m3u8
黑龙江卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225690/2/index.m3u8
湖北卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225596/2/index.m3u8
湖北卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225699/2/index.m3u8
辽宁卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225601/2/index.m3u8
辽宁卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225696/2/index.m3u8
辽宁卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225735/2/index.m3u8
河北卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225610/2/index.m3u8
河北卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225732/2/index.m3u8
重庆卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225612/2/index.m3u8
重庆卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225692/2/index.m3u8
重庆卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225734/2/index.m3u8
青海卫视,http://39.135.140.104:6610/PLTV/88888888/224/3221225727/2/index.m3u8
CHC影迷电影,http://39.135.140.104:6610/PLTV/88888888/224/3221226305/2/index.m3u8
CHC动作电影,http://39.135.140.104:6610/PLTV/88888888/224/3221226308/2/index.m3u8
CHC家庭影院,http://39.135.140.104:6610/PLTV/88888888/224/3221226319/2/index.m3u8
超级电影,http://39.135.140.104:6610/PLTV/88888888/224/3221225623/2/index.m3u8
超级电影,http://39.135.140.104:6610/PLTV/88888888/224/3221225766/2/index.m3u8
超级电视剧,http://39.135.140.104:6610/PLTV/88888888/224/3221225625/2/index.m3u8
超级电视剧,http://39.135.140.104:6610/PLTV/88888888/224/3221225765/2/index.m3u8
